233.0, -0.02, 
232.0, -0.04, 
231.0, -0.04, 
230.0, -0.04, 
229.0, -0.03, 
228.0, -0.04, 
227.0, -0.04, 
226.0, -0.04, 
225.0, -0.04, 
224.0, -0.04, 
223.0, -0.04, 
222.0, -0.04, 
221.0, -0.04, 
220.0, -0.03, 
219.0, -0.03, 
218.0, -0.03, 
217.0, -0.03, 
216.0, -0.03, 
215.0, -0.05, 
214.0, -0.03, 
213.0, -0.04, 
212.0, -0.04, 
211.0, -0.04, 
210.0, -0.03, 
209.0, -0.04, 
208.0, -0.03, 
207.0, -0.04, 
206.0, -0.03, 
205.0, -0.04, 
204.0, -0.03, 
203.0, -0.03, 
202.0, -0.03, 
201.0, -0.03, 
200.0, -0.02, 
